Kategori,Provinsi,Kota_Kabupaten,Kecamatan,Harga_Teks,Harga_IDR,Merk,Model,Tahun,Jarak_Tempuh,Tipe_Bahan_Bakar,Transmisi,Tipe_Penjual,Nama_Bursa_Mobil,Kapasitas_Mesin,Warna,Tipe_Bodi,URL_Detail
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 3.250.000.000,3250000000,Land Rover,Rover,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947688166
Mobil Bekas,Jakarta D.K.I.,Jakarta Utara,Jakarta Utara,Rp 3.250.000.000,3250000000,Land Rover,Rover,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947687974
Mobil Bekas,Jakarta D.K.I.,Jakarta Timur,Jakarta Timur,Rp 3.250.000.000,3250000000,Land Rover,Rover,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947650351
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 3.250.000.000,3250000000,Land Rover,Rover,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947551490
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 3.250.000.000,3250000000,Land Rover,Rover,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947551350
Mobil Bekas,Jakarta D.K.I.,Jakarta Utara,Jakarta Utara,Rp 3.250.000.000,3250000000,Land Rover,2024,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/945757117
Mobil Bekas,Jakarta D.K.I.,Jakarta Barat,Jakarta Barat,Rp 3.200.000.000,3200000000,Nissan,GT-R,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947289845
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 3.200.000.000,3200000000,Mercedes-Benz,290,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/946652105
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 210.000.000,210000000,Toyota,Toyota,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947577532
Mobil Bekas,Jakarta D.K.I.,Jakarta Timur,Jakarta Timur,Rp 455.000.000,455000000,Toyota,30,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947812029
Mobil Bekas,Jakarta D.K.I.,Jakarta Barat,Jakarta Barat,Rp 310.000.000,310000000,Toyota,Super,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947800811
Mobil Bekas,Jakarta D.K.I.,Jakarta Utara,Jakarta Utara,Rp 1.983.000.000,1983000000,Porsche,Cayman,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947600568
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 3.200.000.000,3200000000,Land Rover,Rover,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/946363834
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 3.200.000.000,3200000000,Porsche,Carrera,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/946202965
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 3.200.000.000,3200000000,Ferrari,360,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/942090707
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 3.185.000.000,3185000000,Mercedes-Benz,GLS450,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947138602
Mobil Bekas,Jakarta D.K.I.,Jakarta Utara,Jakarta Utara,Rp 3.150.000.000,3150000000,Lexus,LX600,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947783763
Mobil Bekas,Jakarta D.K.I.,Jakarta Utara,Jakarta Utara,Rp 3.150.000.000,3150000000,Lexus,Lexus,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947734489
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 3.150.000.000,3150000000,Ford,Mustang,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947689819
Mobil Bekas,Jakarta D.K.I.,Jakarta Utara,Jakarta Utara,Rp 3.150.000.000,3150000000,Ford,Mustang,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947689728
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 3.150.000.000,3150000000,Lexus,ODO,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947547002
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 3.150.000.000,3150000000,Lexus,LX600,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947442364
Mobil Bekas,Jakarta D.K.I.,Jakarta Utara,Jakarta Utara,Rp 3.150.000.000,3150000000,Lexus,LX,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947437062
Mobil Bekas,Jakarta D.K.I.,Jakarta Utara,Jakarta Utara,Rp 3.150.000.000,3150000000,Ford,Mustang,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947429167
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 3.150.000.000,3150000000,Lexus,LX600VIP,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947305152
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 3.150.000.000,3150000000,Lexus,NEW!!!],NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947203591
Mobil Bekas,Jakarta D.K.I.,Jakarta Utara,Jakarta Utara,Rp 3.150.000.000,3150000000,Toyota,2025,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/946815379
Mobil Bekas,Jakarta D.K.I.,Jakarta Pusat,Jakarta Pusat,Rp 225.000.000,225000000,Mitsubishi,Eclipse,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947759751
Mobil Bekas,Jakarta D.K.I.,Jakarta Utara,Jakarta Utara,Rp 201.000.000,201000000,Toyota,Avanza,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947790190
Mobil Bekas,Jakarta D.K.I.,Jakarta Barat,Jakarta Barat,Rp 459.000.000,459000000,Mazda,AWD,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947815143
Mobil Bekas,Jakarta D.K.I.,Jakarta Pusat,Jakarta Pusat,Rp 975.000.000,975000000,Lexus,LX570,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/938138786
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 3.150.000.000,3150000000,Nissan,gtr35,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/946634175
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 3.150.000.000,3150000000,Lexus,7rb),NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/946575027
Mobil Bekas,Jakarta D.K.I.,Jakarta Utara,Jakarta Utara,Rp 3.150.000.000,3150000000,Lexus,ODO,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/946510017
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 3.122.000.000,3122000000,Lexus,LX600,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947530519
Mobil Bekas,Jakarta D.K.I.,Jakarta Utara,Jakarta Utara,Rp 3.122.000.000,3122000000,Lexus,LX600,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947530383
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 3.122.000.000,3122000000,Lexus,LX600,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947530326
Mobil Bekas,Jakarta D.K.I.,Jakarta Pusat,Jakarta Pusat,Rp 3.100.000.000,3100000000,Porsche,718,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947690505
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 3.100.000.000,3100000000,Porsche,718,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947688391
Mobil Bekas,Jakarta D.K.I.,Jakarta Utara,Jakarta Utara,Rp 3.100.000.000,3100000000,Porsche,718,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947688296
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 3.100.000.000,3100000000,Ferrari,California,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/946790943
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 3.100.000.000,3100000000,Lexus,[Km6.000],NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/946636169
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 3.100.000.000,3100000000,Lexus,[Km6.000],NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/946636104
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 3.100.000.000,3100000000,Lexus,[Km6.000],NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/946636054
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 3.100.000.000,3100000000,Lexus,[Km6.000],NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/946635949
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 3.100.000.000,3100000000,Toyota,Land,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/946363892
Mobil Bekas,Jakarta D.K.I.,Jakarta Timur,Jakarta Timur,Rp 3.100.000.000,3100000000,Toyota,Land,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/946363880
Mobil Bekas,Jakarta D.K.I.,Jakarta Timur,Jakarta Timur,Rp 260.000.000,260000000,Toyota,Rush,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947716536
Mobil Bekas,Jakarta D.K.I.,Jakarta Utara,Jakarta Utara,Rp 215.000.000,215000000,Honda,KM,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947114380
Mobil Bekas,Jakarta D.K.I.,Jakarta Pusat,Jakarta Pusat,Rp 560.000.000,560000000,Toyota,Hilux,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947570249
Mobil Bekas,Jakarta D.K.I.,Jakarta Pusat,Jakarta Pusat,Rp 439.000.000,439000000,Mercedes-Benz,C300,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947602383
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 405.000.000,405000000,Mitsubishi,LOW,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947738102
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 899.000.000,899000000,Porsche,MACAN,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947671793
Mobil Bekas,Jakarta D.K.I.,Jakarta Utara,Jakarta Utara,Rp 399.000.000,399000000,Hyundai,27rb,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947790814
Mobil Bekas,Jakarta D.K.I.,Jakarta Barat,Jakarta Barat,Rp 2.445.000.000,2445000000,Lexus,VIP,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/946973491
Mobil Bekas,Jakarta D.K.I.,Jakarta Timur,Jakarta Timur,Rp 295.000.000,295000000,Toyota,Corolla,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947573186
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 225.000.000,225000000,Toyota,Land,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947454138
Mobil Bekas,Jakarta D.K.I.,Jakarta Timur,Jakarta Timur,Rp 105.000.000,105000000,Chevrolet,Trax,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947556129
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 275.000.000,275000000,Toyota,DP,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947332166
Mobil Bekas,Jakarta D.K.I.,Jakarta Utara,Jakarta Utara,Rp 685.000.000,685000000,Hyundai,KM,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947286277
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 315.000.000,315000000,Toyota,26rb,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947742299
Mobil Bekas,Jakarta D.K.I.,Jakarta Barat,Jakarta Barat,Rp 222.000.000,222000000,Hyundai,"25,6JT",NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947414319
Mobil Bekas,Jakarta D.K.I.,Jakarta Pusat,Jakarta Pusat,Rp 294.000.000,294000000,Toyota,Zenix,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947676539
Mobil Bekas,Jakarta D.K.I.,Jakarta Pusat,Jakarta Pusat,Rp 550.000.000,550000000,Land Rover,ROVER,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947516672
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 129.500.000,129500000,Honda,Freed,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/945498964
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 198.000.000,198000000,Toyota,KM,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947735631
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 615.000.000,615000000,Honda,[Km13.000],NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947585772
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 435.000.000,435000000,Toyota,GARANSI,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947280271
Mobil Bekas,Jakarta D.K.I.,Jakarta Timur,Jakarta Timur,Rp 439.000.000,439000000,Toyota,BERGARANSI,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947803161
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 647.000.000,647000000,Toyota,GARANSI,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/946463570
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 330.000.000,330000000,Peugeot,RCZ,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/938222812
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 490.000.000,490000000,Mercedes-Benz,C300,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947343255
Mobil Bekas,Jakarta D.K.I.,Jakarta Pusat,Jakarta Pusat,Rp 183.000.000,183000000,Mitsubishi,Xpander,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947782745
Mobil Bekas,Jakarta D.K.I.,Jakarta Pusat,Jakarta Pusat,Rp 415.000.000,415000000,Mitsubishi,Destinator,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947802354
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 260.000.000,260000000,Mitsubishi,Xpander,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947527022
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 196.000.000,196000000,Honda,HONDA,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947716942
Mobil Bekas,Jakarta D.K.I.,Jakarta Utara,Jakarta Utara,Rp 2.445.000.000,2445000000,Lexus,VIP,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947713855
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 565.000.000,565000000,Mercedes-Benz,KM,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947776594
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 495.000.000,495000000,Mercedes-Benz,24k,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947376608
Mobil Bekas,Jakarta D.K.I.,Jakarta Timur,Jakarta Timur,Rp 198.000.000,198000000,Hyundai,Stargazer,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947555345
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 555.000.000,555000000,Mercedes-Benz,ON,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947699203
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 294.000.000,294000000,Toyota,Kijang,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/946837767
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 139.000.000,139000000,Mitsubishi,PX,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947603423
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 1.950.000.000,1950000000,Toyota,4x4,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947715294
Mobil Bekas,Jakarta D.K.I.,Jakarta Utara,Jakarta Utara,Rp 745.000.000,745000000,Mercedes-Benz,Benz,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947738950
Mobil Bekas,Jakarta D.K.I.,Jakarta Barat,Jakarta Barat,Rp 220.000.000,220000000,Honda,KM],NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947628890
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 299.000.000,299000000,Chery,20rb,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947640661
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 1.115.000.000,1115000000,Mercedes-Benz,[Km10.000],NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947483841
Mobil Bekas,Jakarta D.K.I.,Jakarta Pusat,Jakarta Pusat,Rp 668.000.000,668000000,Mercedes-Benz,Benz,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/946989416
